"Imbalance settlement period (UTC)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"07.07.2022 21:00 - 07.07.2022 22:00","155.50","","","","155.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"07.07.2022 22:00 - 07.07.2022 23:00","200.08","","","","200.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"07.07.2022 23:00 - 08.07.2022 00:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 00:00 - 08.07.2022 01:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 01:00 - 08.07.2022 02:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 02:00 - 08.07.2022 03:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 03:00 - 08.07.2022 04:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 04:00 - 08.07.2022 05:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 05:00 - 08.07.2022 06:00","128.00","","","","128.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 06:00 - 08.07.2022 07:00","148.00","","","","148.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 07:00 - 08.07.2022 08:00","230.63","","","","230.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 08:00 - 08.07.2022 09:00","224.62","","","","224.62","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 09:00 - 08.07.2022 10:00","213.77","","","","213.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 10:00 - 08.07.2022 11:00","150.00","","","","150.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 11:00 - 08.07.2022 12:00","148.00","","","","148.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 12:00 - 08.07.2022 13:00","120.00","","","","120.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 13:00 - 08.07.2022 14:00","120.00","","","","120.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 14:00 - 08.07.2022 15:00","127.50","","","","127.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 15:00 - 08.07.2022 16:00","156.00","","","","156.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 16:00 - 08.07.2022 17:00","156.00","","","","156.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 17:00 - 08.07.2022 18:00","167.13","","","","167.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 18:00 - 08.07.2022 19:00","216.13","","","","216.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 19:00 - 08.07.2022 20:00","226.07","","","","226.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 20:00 - 08.07.2022 21:00","200.00","","","","200.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 21:00 - 08.07.2022 22:00","211.06","","","","211.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 22:00 - 08.07.2022 23:00","2.72","","","","2.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"08.07.2022 23:00 - 09.07.2022 00:00","9.74","","","","9.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 00:00 - 09.07.2022 01:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 01:00 - 09.07.2022 02:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 02:00 - 09.07.2022 03:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 03:00 - 09.07.2022 04:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 04:00 - 09.07.2022 05:00","4.87","","","","4.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 05:00 - 09.07.2022 06:00","9.99","","","","9.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 06:00 - 09.07.2022 07:00","11.19","","","","11.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 07:00 - 09.07.2022 08:00","3.32","","","","3.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 08:00 - 09.07.2022 09:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 09:00 - 09.07.2022 10:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 10:00 - 09.07.2022 11:00","9.10","","","","9.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 11:00 - 09.07.2022 12:00","2.41","","","","2.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 12:00 - 09.07.2022 13:00","0.10","","","","0.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 13:00 - 09.07.2022 14:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 14:00 - 09.07.2022 15:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 15:00 - 09.07.2022 16:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 16:00 - 09.07.2022 17:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 17:00 - 09.07.2022 18:00","0.10","","","","0.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 18:00 - 09.07.2022 19:00","19.93","","","","19.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 19:00 - 09.07.2022 20:00","12.05","","","","12.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 20:00 - 09.07.2022 21:00","3.07","","","","3.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 21:00 - 09.07.2022 22:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 22:00 - 09.07.2022 23:00","0.50","","","","0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.07.2022 23:00 - 10.07.2022 00:00","0.50","","","","0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 00:00 - 10.07.2022 01:00","1.35","","","","1.35","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 01:00 - 10.07.2022 02:00","9.00","","","","9.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 02:00 - 10.07.2022 03:00","9.00","","","","9.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 03:00 - 10.07.2022 04:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 04:00 - 10.07.2022 05:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 05:00 - 10.07.2022 06:00","11.63","","","","11.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 06:00 - 10.07.2022 07:00","11.63","","","","11.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 07:00 - 10.07.2022 08:00","14.58","","","","14.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 08:00 - 10.07.2022 09:00","30.08","","","","30.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 09:00 - 10.07.2022 10:00","49.77","","","","49.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 10:00 - 10.07.2022 11:00","20.00","","","","20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 11:00 - 10.07.2022 12:00","19.14","","","","19.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 12:00 - 10.07.2022 13:00","11.85","","","","11.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 13:00 - 10.07.2022 14:00","0.50","","","","0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 14:00 - 10.07.2022 15:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 15:00 - 10.07.2022 16:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 16:00 - 10.07.2022 17:00","157.13","","","","157.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 17:00 - 10.07.2022 18:00","322.13","","","","322.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 18:00 - 10.07.2022 19:00","369.90","","","","369.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 19:00 - 10.07.2022 20:00","378.07","","","","378.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 20:00 - 10.07.2022 21:00","389.17","","","","389.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 21:00 - 10.07.2022 22:00","371.92","","","","371.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 22:00 - 10.07.2022 23:00","537.46","","","","537.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.07.2022 23:00 - 11.07.2022 00:00","227.50","","","","227.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 00:00 - 11.07.2022 01:00","671.83","","","","671.83","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 01:00 - 11.07.2022 02:00","537.46","","","","537.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 02:00 - 11.07.2022 03:00","537.46","","","","537.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 03:00 - 11.07.2022 04:00","537.46","","","","537.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 04:00 - 11.07.2022 05:00","386.45","","","","386.45","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 05:00 - 11.07.2022 06:00","415.08","","","","415.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 06:00 - 11.07.2022 07:00","274.50","","","","274.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 07:00 - 11.07.2022 08:00","284.00","","","","284.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 08:00 - 11.07.2022 09:00","671.69","","","","671.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 09:00 - 11.07.2022 10:00","210.17","","","","210.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 10:00 - 11.07.2022 11:00","371.29","","","","371.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 11:00 - 11.07.2022 12:00","537.46","","","","537.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 12:00 - 11.07.2022 13:00","645.09","","","","645.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 13:00 - 11.07.2022 14:00","299.92","","","","299.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 14:00 - 11.07.2022 15:00","312.15","","","","312.15","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 15:00 - 11.07.2022 16:00","375.48","","","","375.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 16:00 - 11.07.2022 17:00","405.00","","","","405.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 17:00 - 11.07.2022 18:00","458.03","","","","458.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 18:00 - 11.07.2022 19:00","469.90","","","","469.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 19:00 - 11.07.2022 20:00","452.12","","","","452.12","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 20:00 - 11.07.2022 21:00","671.15","","","","671.15","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 21:00 - 11.07.2022 22:00","419.15","","","","419.15","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 22:00 - 11.07.2022 23:00","395.49","","","","395.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.07.2022 23:00 - 12.07.2022 00:00","510.66","","","","510.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 00:00 - 12.07.2022 01:00","330.04","","","","330.04","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 01:00 - 12.07.2022 02:00","331.50","","","","331.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 02:00 - 12.07.2022 03:00","334.34","","","","334.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 03:00 - 12.07.2022 04:00","362.10","","","","362.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 04:00 - 12.07.2022 05:00","535.79","","","","535.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 05:00 - 12.07.2022 06:00","537.53","","","","537.53","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 06:00 - 12.07.2022 07:00","806.30","","","","806.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 07:00 - 12.07.2022 08:00","722.31","","","","722.31","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 08:00 - 12.07.2022 09:00","645.17","","","","645.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 09:00 - 12.07.2022 10:00","319.89","","","","319.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 10:00 - 12.07.2022 11:00","297.47","","","","297.47","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 11:00 - 12.07.2022 12:00","258.93","","","","258.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 12:00 - 12.07.2022 13:00","165.00","","","","165.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 13:00 - 12.07.2022 14:00","270.43","","","","270.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 14:00 - 12.07.2022 15:00","291.75","","","","291.75","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 15:00 - 12.07.2022 16:00","631.60","","","","631.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 16:00 - 12.07.2022 17:00","671.65","","","","671.65","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 17:00 - 12.07.2022 18:00","463.37","","","","463.37","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 18:00 - 12.07.2022 19:00","505.37","","","","505.37","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 19:00 - 12.07.2022 20:00","480.00","","","","480.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 20:00 - 12.07.2022 21:00","275.01","","","","275.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 21:00 - 12.07.2022 22:00","-0.97","","","","-0.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 22:00 - 12.07.2022 23:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.07.2022 23:00 - 13.07.2022 00:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 00:00 - 13.07.2022 01:00","-0.10","","","","-0.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 01:00 - 13.07.2022 02:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 02:00 - 13.07.2022 03:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 03:00 - 13.07.2022 04:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 04:00 - 13.07.2022 05:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 05:00 - 13.07.2022 06:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 06:00 - 13.07.2022 07:00","450.00","","","","450.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 07:00 - 13.07.2022 08:00","419.99","","","","419.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 08:00 - 13.07.2022 09:00","365.76","","","","365.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 09:00 - 13.07.2022 10:00","343.22","","","","343.22","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 10:00 - 13.07.2022 11:00","143.48","","","","143.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 11:00 - 13.07.2022 12:00","26.88","","","","26.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 12:00 - 13.07.2022 13:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 13:00 - 13.07.2022 14:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 14:00 - 13.07.2022 15:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 15:00 - 13.07.2022 16:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 16:00 - 13.07.2022 17:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 17:00 - 13.07.2022 18:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 18:00 - 13.07.2022 19:00","-0.50","","","","-0.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 19:00 - 13.07.2022 20:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 20:00 - 13.07.2022 21:00","1.64","","","","1.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 21:00 - 13.07.2022 22:00","1.44","","","","1.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 22:00 - 13.07.2022 23:00","1.43","","","","1.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.07.2022 23:00 - 14.07.2022 00:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 00:00 - 14.07.2022 01:00","0.82","","","","0.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 01:00 - 14.07.2022 02:00","0.59","","","","0.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 02:00 - 14.07.2022 03:00","0.66","","","","0.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 03:00 - 14.07.2022 04:00","0.93","","","","0.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 04:00 - 14.07.2022 05:00","1.40","","","","1.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 05:00 - 14.07.2022 06:00","1.68","","","","1.68","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 06:00 - 14.07.2022 07:00","2.50","","","","2.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 07:00 - 14.07.2022 08:00","2.84","","","","2.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 08:00 - 14.07.2022 09:00","2.84","","","","2.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 09:00 - 14.07.2022 10:00","2.52","","","","2.52","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 10:00 - 14.07.2022 11:00","2.10","","","","2.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 11:00 - 14.07.2022 12:00","2.05","","","","2.05","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 12:00 - 14.07.2022 13:00","1.63","","","","1.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 13:00 - 14.07.2022 14:00","1.60","","","","1.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 14:00 - 14.07.2022 15:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 15:00 - 14.07.2022 16:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 16:00 - 14.07.2022 17:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 17:00 - 14.07.2022 18:00","2.15","","","","2.15","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 18:00 - 14.07.2022 19:00","18.08","","","","18.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 19:00 - 14.07.2022 20:00","1.63","","","","1.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 20:00 - 14.07.2022 21:00","0.49","","","","0.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 21:00 - 14.07.2022 22:00","0.49","","","","0.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 22:00 - 14.07.2022 23:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.07.2022 23:00 - 15.07.2022 00:00","-1.50","","","","-1.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 00:00 - 15.07.2022 01:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 01:00 - 15.07.2022 02:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 02:00 - 15.07.2022 03:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 03:00 - 15.07.2022 04:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 04:00 - 15.07.2022 05:00","-1.00","","","","-1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 05:00 - 15.07.2022 06:00","1.56","","","","1.56","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 06:00 - 15.07.2022 07:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 07:00 - 15.07.2022 08:00","22.65","","","","22.65","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 08:00 - 15.07.2022 09:00","8.40","","","","8.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 09:00 - 15.07.2022 10:00","1.67","","","","1.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 10:00 - 15.07.2022 11:00","1.61","","","","1.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.07.2022 11:00 - 15.07.2022 12:00","1.54","","","","1.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
