,forecasts_24h
2021-01-27 00:00:00,"[0.36345599 0.35260044 0.56612506 0.56276949 0.44321481 0.43788779
 0.63122698 0.82933448 0.87355699 0.89708885 0.95461258 0.83302479
 0.72916121 0.78575854 0.6297323  0.37500641 0.32696921 0.68678371
 0.52061786 0.34484131 0.48589619 0.50932883 0.57516028 0.8034404 ]"
2021-01-27 01:00:00,"[0.35222876 0.56595575 0.56263395 0.44311848 0.43782789 0.63118759
 0.82930786 0.87353939 0.89707725 0.95460488 0.83301969 0.72915784
 0.7857563  0.62973082 0.37500543 0.32696856 0.68678328 0.52061758
 0.34484112 0.48589606 0.50932875 0.57516022 0.80344037 0.85975503]"
2021-01-27 02:00:00,"[0.5970834  0.57681336 0.45446951 0.44589505 0.63620461 0.83260661
 0.87576951 0.89855127 0.95557594 0.83366405 0.72958516 0.78603914
 0.62991813 0.37512953 0.32705076 0.68683773 0.52065364 0.34486501
 0.48591189 0.50933923 0.57516716 0.80344497 0.85975808 0.93720231]"
2021-01-27 03:00:00,"[0.58243896 0.45703211 0.44794649 0.63766256 0.83351332 0.87636568
 0.89895432 0.95584233 0.83383954 0.72970162 0.78611637 0.62996925
 0.37516338 0.32707319 0.68685259 0.52066348 0.34487153 0.48591621
 0.50934209 0.57516906 0.80344622 0.85975891 0.93720286 0.97360136]"
2021-01-27 04:00:00,"[0.41649283 0.42947985 0.62287948 0.823007   0.86983174 0.89465816
 0.95293792 0.83191984 0.72843696 0.78527719 0.62941271 0.37479503
 0.32682924 0.68669096 0.52055642 0.34480062 0.48586924 0.50931098
 0.57514845 0.80343257 0.85974987 0.93719687 0.97359739 0.95269489]"
2021-01-27 05:00:00,"[0.46288884 0.6380981  0.83518995 0.87849015 0.90004288 0.95647844
 0.83431341 0.73001901 0.78631941 0.63010429 0.37525368 0.32713281
 0.686892   0.52068962 0.34488885 0.48592767 0.50934968 0.57517409
 0.80344955 0.85976112 0.93720432 0.97360233 0.95269816 0.9808841 ]"
2021-01-27 06:00:00,"[0.77027018 0.89539756 0.9266881  0.93429711 0.97778136 0.84832036
 0.7394884  0.79257829 0.63422752 0.37798969 0.3289473  0.68809295
 0.52148496 0.34541581 0.48627672 0.50958087 0.57532723 0.80355099
 0.85982831 0.93724883 0.97363181 0.95271769 0.98089704 0.99413998]"
2021-01-27 07:00:00,"[0.86942196 0.91485557 0.92482483 0.97104942 0.84413373 0.73673563
 0.79071728 0.63299747 0.37717936 0.32840959 0.68773636 0.52124894
 0.3452595  0.48617316 0.50951227 0.57528179 0.80352089 0.85980837
 0.93723562 0.97362306 0.95271189 0.9808932  0.99413743 0.91676772]"
2021-01-27 08:00:00,"[0.95237155 0.94191427 0.98473002 0.85385651 0.74278229 0.79469304
 0.63568528 0.3789559  0.32957994 0.68851295 0.52176397 0.34560039
 0.48639891 0.50966185 0.57538087 0.80358651 0.85985184 0.93726441
 0.97364213 0.95272453 0.98090157 0.99414298 0.91677139 0.96399981]"
2021-01-27 09:00:00,"[0.91043175 0.97038896 0.84237608 0.73462316 0.78961883 0.63234891
 0.37670035 0.32808911 0.68753083 0.52111227 0.34516819 0.48611285
 0.5094724  0.57525535 0.80350337 0.85979677 0.93722794 0.97361797
 0.95270852 0.98089097 0.99413595 0.91676674 0.96399673 0.9073744 ]"
2021-01-27 10:00:00,"[0.90444967 0.81233912 0.7105777  0.77252975 0.62172111 0.36971243
 0.32336493 0.68440834 0.51905523 0.34380321 0.48520762 0.50887325
 0.57485856 0.80324048 0.85962263 0.9371126  0.97354157 0.95265792
 0.98085745 0.99411375 0.91675204 0.96398699 0.90736795 0.89290261]"
2021-01-27 11:00:00,"[0.77259387 0.69247276 0.75803622 0.61142058 0.36330646 0.31915293
 0.68156081 0.51717314 0.34256333 0.48438488 0.50832762 0.57449742
 0.80300131 0.85946417 0.93700764 0.97347205 0.95261187 0.98082694
 0.99409355 0.91673865 0.96397813 0.90736207 0.89289872 0.87586229]"
2021-01-27 12:00:00,"[0.70116328 0.76199496 0.61458967 0.36555873 0.32055363 0.68248179
 0.51779576 0.34297486 0.48465599 0.50850752 0.57461673 0.80308028
 0.85951647 0.93704229 0.973495   0.95262707 0.98083701 0.99410022
 0.91674307 0.96398105 0.90736401 0.89290001 0.87586314 0.93027261]"
2021-01-27 13:00:00,"[0.69270021 0.58302421 0.34028966 0.30259493 0.67131317 0.51045224
 0.33801028 0.4813746  0.50634581 0.5731823  0.80212898 0.85888683
 0.93662531 0.97321873 0.95244407 0.98071581 0.99401993 0.91668989
 0.96394583 0.90734068 0.89288455 0.87585291 0.93026582 0.81881318]"
2021-01-27 14:00:00,"[0.56428702 0.33175442 0.29576222 0.66645717 0.50743227 0.3360246
 0.48003219 0.50545853 0.57259777 0.80174111 0.85862961 0.93645506
 0.97310598 0.95236937 0.98066632 0.99398716 0.91666818 0.96393145
 0.90733115 0.89287824 0.87584873 0.93026306 0.81881134 0.81994623]"
2021-01-27 15:00:00,"[0.31864617 0.28979109 0.6616771  0.50403508 0.33391187 0.47864304
 0.5045194  0.57197704 0.80133219 0.85835826 0.9362751  0.97298687
 0.95229049 0.98061406 0.99395254 0.91664525 0.96391626 0.90732109
 0.89287158 0.87584431 0.93026013 0.81880941 0.81994494 0.90071084]"
2021-01-27 16:00:00,"[0.2154563  0.62781579 0.47692812 0.31464698 0.46666208 0.49664176
 0.56665138 0.79781214 0.85603932 0.93473634 0.97196639 0.95161506
 0.98016675 0.99365617 0.91644894 0.96378624 0.90723497 0.89281453
 0.87580653 0.9302351  0.81879283 0.81993396 0.90070357 0.95644415]"
2021-01-27 17:00:00,"[0.63049896 0.47815036 0.31562543 0.46735746 0.49707422 0.56693572
 0.79800437 0.85616638 0.93482005 0.97202193 0.95165189 0.98019113
 0.99367232 0.91645964 0.96379332 0.90723966 0.89281764 0.87580859
 0.93023647 0.81879373 0.81993456 0.90070397 0.95644441 0.98264315]"
2021-01-27 18:00:00,"[0.41504642 0.28688004 0.44434594 0.48071996 0.55676491 0.79131693
 0.85164534 0.93183182 0.97005335 0.95034561 0.97932483 0.99309893
 0.91607991 0.96354173 0.90707301 0.89270726 0.87573547 0.93018804
 0.81876165 0.81991331 0.90068989 0.95643509 0.98263697 0.99495295]"
2021-01-27 19:00:00,"[0.27491251 0.43889444 0.47635587 0.55366336 0.78938805 0.85037708
 0.93097441 0.96948664 0.94997228 0.9790771  0.99293464 0.91597117
 0.96346972 0.9070253  0.89267566 0.87571454 0.93017417 0.81875247
 0.81990723 0.90068586 0.95643242 0.9826352  0.99495178 1.0007414 ]"
2021-01-27 20:00:00,"[0.6129632  0.55564845 0.61713938 0.83450039 0.87843271 0.94942136
 0.98195768 0.95821514 0.98450732 0.99653794 0.91836083 0.96505136
 0.90807275 0.89336966 0.87617423 0.93047864 0.81895415 0.82004082
 0.90077435 0.95649103 0.98267403 0.99497749 1.00075844 0.96541745]"
2021-01-27 21:00:00,"[0.6119189  0.64277194 0.85502    0.89301598 0.95849079 0.98792095
 0.9622466  0.98717196 0.99829334 0.91952565 0.96582386 0.90858405
 0.89370826 0.87639858 0.93062724 0.81905257 0.82010601 0.90081754
 0.95651963 0.98269297 0.99499004 1.00076675 0.96542296 0.92812927]"
2021-01-27 22:00:00,"[0.64576684 0.85638425 0.8941081  0.95926696 0.98840365 0.96256398
 0.98738652 0.99843517 0.91961908 0.96588585 0.90862516 0.89373548
 0.8764166  0.93063918 0.81906048 0.82011125 0.90082101 0.95652193
 0.9826945  0.99499105 1.00076742 0.9654234  0.92812957 0.96659399]"
2021-01-27 23:00:00,"[1.00570975 0.96212952 1.01372008 1.02710343 0.98663161 1.00321131
 1.0091335  0.92669025 0.97054419 0.91171626 0.89578545 0.87777342
 0.93153775 0.81965583 0.8205056  0.9010822  0.95669494 0.9828091
 0.99506696 1.0008177  0.96545671 0.92815163 0.9666086  0.95091695]"
2021-01-28 00:00:00,"[0.92838908 0.99835049 1.01479962 0.9778873  0.99777317 1.00555785
 0.92427293 0.96894645 0.9106637  0.89508701 0.87731022 0.93123117
 0.8194528  0.82037108 0.90099309 0.95663593 0.98277001 0.99504107
 1.00080055 0.96544535 0.9281441  0.96660361 0.95091365 0.98004711]"
2021-01-28 01:00:00,"[1.02297674 1.02601748 0.98686753 1.0041554  1.009527   0.9268827
 0.97071078 0.91182985 0.89585525 0.87782    0.93156925 0.81967656
 0.82051927 0.90109127 0.95670096 0.98281308 0.9950696  1.00081945
 0.96545787 0.9281524  0.96660911 0.95091729 0.98004952 0.92493012]"
2021-01-28 02:00:00,"[1.00375265 0.97672535 0.9960363  1.00375676 0.92329416 0.96835126
 0.9102347  0.89480092 0.87712543 0.93110835 0.8193709  0.82031696
 0.9009573  0.95661219 0.98275428 0.99503065 1.00079365 0.96544078
 0.92814108 0.96660161 0.95091232 0.98004623 0.92492794 0.85596205]"
2021-01-28 03:00:00,"[0.96963746 0.99280759 1.00117209 0.92145723 0.96720887 0.90948356
 0.89429311 0.87678979 0.93088724 0.81922418 0.82021966 0.90089289
 0.95656954 0.98272602 0.99501194 1.00078125 0.96543257 0.92813564
 0.96659801 0.95090994 0.98004465 0.9249269  0.85596136 0.89617624]"
2021-01-28 04:00:00,"[1.00611935 1.00723592 0.9263115  0.97065879 0.91162909 0.89570383
 0.8777435  0.93151761 0.81963945 0.82049522 0.90107564 0.9566905
 0.98280613 0.99506501 1.00081641 0.96545585 0.92815106 0.96660822
 0.9509167  0.98004913 0.92492986 0.85596333 0.89617754 0.9433833 ]"
2021-01-28 05:00:00,"[0.9963477  0.92135165 0.96668829 0.90880726 0.89394891 0.87658962
 0.93073753 0.81912385 0.82015555 0.90085025 0.95654102 0.98270719
 0.99499949 1.000773   0.9654271  0.92813202 0.96659561 0.95090835
 0.98004359 0.9249262  0.8559609  0.89617593 0.94338224 0.97650548]"
2021-01-28 06:00:00,"[0.90275777 0.95821832 0.9020268  0.88913005 0.87359274 0.92876704
 0.8177917  0.81927506 0.9002702  0.95615612 0.98245193 0.99483054
 1.00066111 0.96535296 0.92808291 0.96656308 0.9508868  0.98002932
 0.92491675 0.85595464 0.89617179 0.94337949 0.97650366 0.99207216]"
2021-01-28 07:00:00,"[0.99880852 0.92051663 0.90393169 0.88411225 0.93530919 0.82209325
 0.82218311 0.90219231 0.95742237 0.98329217 0.99538777 1.00102992
 0.96559721 0.92824474 0.96667028 0.9509578  0.98007635 0.9249479
 0.85597527 0.89618546 0.94338855 0.97650966 0.99207613 0.97580412]"
2021-01-28 08:00:00,"[0.87500683 0.88320086 0.86751662 0.92351469 0.81475818 0.81736021
 0.89893179 0.95526729 0.98187245 0.9944457  1.00040515 0.9651837
 0.92797089 0.96648883 0.95083762 0.97999675 0.92489517 0.85594034
 0.89616232 0.94337322 0.97649951 0.99206941 0.97579966 0.92273106]"
2021-01-28 09:00:00,"[0.93830031 0.89261577 0.94360729 0.82903797 0.8262409  0.90477095
 0.95921486 0.98448163 0.99616458 1.00154574 0.96594012 0.92847154
 0.96682039 0.95105729 0.98014226 0.92499155 0.85600418 0.89620461
 0.94340123 0.97651806 0.9920817  0.9758078  0.92273645 0.82736497]"
2021-01-28 10:00:00,"[0.89411953 0.94429229 0.82958633 0.82663062 0.90501333 0.95937422
 0.98458937 0.99623578 1.00159265 0.96597124 0.92849218 0.96683406
 0.95106634 0.98014825 0.92499552 0.85600681 0.89620635 0.94340238
 0.97651883 0.99208221 0.97580814 0.92273667 0.82736512 0.92197783]"
2021-01-28 11:00:00,"[0.88175579 0.80109943 0.80382602 0.88880612 0.94929486 0.97796205
 0.9917554  0.99863129 0.96402036 0.92719765 0.96597554 0.95049812
 0.97977194 0.92474619 0.85584166 0.89609696 0.94332993 0.97647083
 0.99205042 0.97578708 0.92272273 0.82735588 0.92197171 0.65262267]"
2021-01-28 12:00:00,"[0.85010733 0.82615032 0.90667737 0.96199594 0.98586093 0.99694901
 1.00214243 0.96634109 0.9287265  0.96699002 0.95117091 0.98021724
 0.92504109 0.85603705 0.89622639 0.94341565 0.97652762 0.99208803
 0.97581199 0.92273923 0.82736681 0.92197895 0.65262747 0.77913786]"
2021-01-28 13:00:00,"[0.88145351 0.93186933 0.98216284 1.00019352 1.00586254 1.00800319
 0.97030325 0.93134532 0.96871526 0.95231571 0.98097646 0.9255436
 0.85636984 0.89644688 0.9435617  0.97662435 0.9921521  0.97585444
 0.92276734 0.82738544 0.92199128 0.65263564 0.77914328 0.89931433]"
2021-01-28 14:00:00,"[0.98359821 1.0057266  1.01905701 1.01926879 1.01634063 0.97578522
 0.93505141 0.97116483 0.95392944 0.98204727 0.92625374 0.85683987
 0.89675816 0.94376794 0.97676096 0.99224258 0.97591437 0.92280704
 0.82741173 0.9220087  0.65264717 0.77915092 0.89931939 0.95579765]"
2021-01-28 15:00:00,"[0.99636157 1.014791   1.01585373 1.01391355 0.97427581 0.93405895
 0.97049388 0.95348596 0.98175512 0.92605988 0.8567113  0.89667306
 0.94371158 0.97672362 0.99221785 0.97589799 0.92279619 0.82740454
 0.92200394 0.65264402 0.77914883 0.89931801 0.95579673 0.98234121]"
2021-01-28 16:00:00,"[1.01413038 1.01555281 1.01367264 0.9741046  0.93395247 0.97042387
 0.95343863 0.98172384 0.92603927 0.85669762 0.89666399 0.94370558
 0.97671964 0.99221522 0.97589625 0.92279504 0.82740378 0.92200343
 0.65264369 0.77914861 0.89931786 0.95579663 0.98234114 0.97714592]"
2021-01-28 17:00:00,"[0.99791318 1.00563736 0.96767212 0.92938092 0.96758079 0.95156927
 0.98046006 0.92520397 0.85614734 0.89629884 0.94346342 0.97655936
 0.99210907 0.97582592 0.92274845 0.82737292 0.92198299 0.65263015
 0.77913964 0.89931192 0.9557927  0.98233853 0.9771442  0.96269793]"
2021-01-28 18:00:00,"[0.99647671 0.96349922 0.92604039 0.96520668 0.9500928  0.97948925
 0.92454766 0.85571355 0.89601307 0.94327379 0.9764336  0.99202584
 0.97577079 0.92271193 0.82734873 0.92196697 0.65261953 0.77913261
 0.89930727 0.95578962 0.98233649 0.97714284 0.96269703 0.79080872]"
2021-01-28 19:00:00,"[0.95252667 0.92104213 0.96120542 0.94724911 0.97772075 0.92338484
 0.85492743 0.89549348 0.94293149 0.97620647 0.9918752  0.97567109
 0.9226459  0.82730499 0.92193799 0.65260034 0.7791199  0.89929885
 0.95578404 0.9823328  0.9771404  0.96269541 0.79080765 0.81883248]"
2021-01-28 20:00:00,"[0.94330005 0.97134445 0.9553657  0.9834892  0.92697227 0.85728621
 0.89708813 0.9439855  0.97690082 0.99233595 0.97597666 0.92284814
 0.82743892 0.92202673 0.65265912 0.77915883 0.89932463 0.95580112
 0.98234411 0.97714789 0.96270038 0.79081094 0.81883466 0.91796824]"
2021-01-28 21:00:00,"[1.00098934 0.96886967 0.99429952 0.93465516 0.86206424 0.90022975
 0.94610939 0.97830463 0.99326075 0.97659032 0.92325512 0.82770829
 0.92220512 0.65277731 0.77923712 0.89937649 0.95583547 0.98236686
 0.97716296 0.96271036 0.79081755 0.81883904 0.91797114 0.96456286]"
2021-01-28 22:00:00,"[0.95297482 0.98705903 0.92885893 0.85794487 0.89766789 0.94442493
 0.97716585 0.99250806 0.97609446 0.92292609 0.82749008 0.9220607
 0.65268167 0.77917375 0.89933451 0.95580766 0.98234845 0.97715076
 0.96270228 0.7908122  0.8188355  0.91796879 0.96456131 0.9864597 ]"
2021-01-28 23:00:00,"[1.00139385 0.93538879 0.86317222 0.90138296 0.94673535 0.97868499
 0.99353507 0.97677328 0.92337327 0.82778681 0.92225749 0.65281192
 0.77926    0.89939166 0.95584552 0.98237352 0.97716737 0.96271328
 0.79081948 0.81884032 0.91797199 0.96456342 0.9864611  0.99675281]"
2021-01-29 00:00:00,"[0.92953417 0.8605053  0.89924801 0.94521805 0.97774137 0.99291463
 0.97635382 0.92309603 0.82760417 0.9221363  0.65273154 0.77920681
 0.89935643 0.95582218 0.98235806 0.97715713 0.9627065  0.79081499
 0.81883735 0.91797002 0.96456212 0.98646024 0.99675224 1.00158941]"
2021-01-29 01:00:00,"[0.87171819 0.90435576 0.94930695 0.98064734 0.99472187 0.97754211
 0.92389937 0.82813515 0.92248609 0.65296366 0.77936074 0.89945832
 0.95588965 0.98240276 0.97718674 0.96272611 0.79082798 0.81884595
 0.91797572 0.96456589 0.98646274 0.9967539  1.0015905  1.00386355]"
2021-01-29 02:00:00,"[0.95861169 0.97402185 1.00043235 1.00878305 0.98628685 0.92964915
 0.83202228 0.92505533 0.65465622 0.78048386 0.90020316 0.95638264
 0.98272925 0.97740306 0.96286939 0.79092288 0.81890881 0.91801736
 0.96459347 0.98648101 0.996766   1.00159852 1.00386886 1.0049353 ]"
2021-01-29 03:00:00,"[0.9930983  1.00912213 1.01573948 0.99123077 0.93272381 0.83404391
 0.92642205 0.65555956 0.78107897 0.90059805 0.95664453 0.98290258
 0.97751785 0.96294545 0.79097326 0.81894218 0.91803946 0.96460812
 0.9864907  0.99677242 1.00160277 1.00387168 1.00493717 0.82868553]"
2021-01-29 04:00:00,"[1.0127306  1.01738323 0.99254664 0.933659   0.83462551 0.92680446
 0.65581809 0.78124984 0.90071062 0.95671922 0.98295212 0.97755064
 0.96296716 0.79098765 0.81895171 0.91804577 0.9646123  0.98649347
 0.99677426 1.00160399 1.00387249 1.0049377  0.82868588 0.92259892]"
2021-01-29 05:00:00,"[1.01072718 0.98951465 0.9312318  0.8329005  0.92573167 0.65511272
 0.78077298 0.90039542 0.95651158 0.98281434 0.97745926 0.96290668
 0.79094759 0.81892517 0.91802819 0.96460065 0.98648576 0.99676915
 1.00160061 1.00387024 1.00493622 0.8286849  0.92259827 0.96673733]"
2021-01-29 06:00:00,"[0.98390607 0.92867695 0.83085527 0.92427812 0.65420875 0.78017861
 0.8999936  0.95624599 0.98263937 0.97734316 0.96282969 0.79089663
 0.81889142 0.91800583 0.96458584 0.98647595 0.99676265 1.0015963
 1.00386739 1.00493433 0.82868365 0.92259744 0.96673678 0.98748218]"
2021-01-29 07:00:00,"[0.93709147 0.83468829 0.92734657 0.65638949 0.78153482 0.90088533
 0.95684885 0.98303783 0.97760566 0.96300387 0.79101215 0.81896788
 0.91805647 0.96461939 0.98649817 0.99677737 1.00160605 1.00387385
 1.0049386  0.82868648 0.92259931 0.96673802 0.987483   0.997233  ]"
2021-01-29 08:00:00,"[0.86757926 0.94232921 0.66838353 0.79005897 0.90618655 0.96033447
 0.98539429 0.97916318 0.96402994 0.79169301 0.81941942 0.91835532
 0.96481731 0.98662931 0.99686423 1.00166358 1.00391196 1.00496385
 0.8287032  0.92261039 0.96674536 0.98748786 0.99723622 0.98818044]"
2021-01-29 09:00:00,"[1.01156379 0.69992158 0.8153061  0.92412966 0.97149339 0.99273143
 0.98412345 0.96730847 0.79385284 0.8208526  0.91930579 0.9654464
 0.98704592 0.99714026 1.00184642 1.00403306 1.00504406 0.82875634
 0.92264558 0.96676867 0.9875033  0.99724644 0.98818722 0.99756554]"
2021-01-29 10:00:00,"[0.69387559 0.812552   0.92192492 0.96992649 0.99175696 0.98348272
 0.96687531 0.79356654 0.82066399 0.91918064 0.9653634  0.98699099
 0.99710388 1.00182232 1.00401709 1.00503349 0.82874933 0.92264094
 0.9667656  0.98750126 0.9972451  0.98818632 0.99756495 0.96486884]"
2021-01-29 11:00:00,"[0.97260545 0.99483319 1.02829168 1.03323704 1.00927944 0.98383699
 0.80503347 0.82824317 0.92417365 0.96867657 0.98918824 0.99855818
 1.00278543 1.00465522 1.00545617 0.82902929 0.92282638 0.96688843
 0.98758263 0.99729899 0.98822202 0.99758859 0.9648845  0.94329882]"
2021-01-29 12:00:00,"[1.00915609 1.03481612 1.03846004 1.01299142 0.98614549 0.80655134
 0.82926933 0.92485189 0.96912339 0.98948473 0.99875481 1.00291558
 1.0047414  1.00551327 0.82906711 0.92285144 0.96690503 0.98759362
 0.99730627 0.98822684 0.99759179 0.96488662 0.94330022 0.97456896]"
2021-01-29 13:00:00,"[1.03002896 1.03627937 1.01124573 0.98490484 0.80577977 0.82876201
 0.92450892 0.9688967  0.98933539 0.99865571 1.00284986 1.00469791
 1.00548447 0.82904802 0.92283879 0.96689665 0.98758807 0.9973026
 0.98822441 0.99759017 0.96488555 0.94329951 0.97456849 0.99116463]"
2021-01-29 14:00:00,"[1.02057909 1.00409387 0.97917956 0.80171082 0.8262315  0.92284508
 0.96777186 0.98859192 0.99816593 1.00252486 1.00448237 1.00534181
 0.82895355 0.9227762  0.96685519 0.98756061 0.99728441 0.98821236
 0.99758219 0.96488027 0.94329601 0.97456617 0.9911631  0.99896321]"
2021-01-29 15:00:00,"[0.98308262 0.96960842 0.79404884 0.82078615 0.91945858 0.96554519
 0.98708658 0.99717096 1.00186939 1.00404743 1.00505336 0.82876263
 0.92264976 0.96677142 0.98750512 0.99724765 0.98818802 0.99756607
 0.96486958 0.94328894 0.97456149 0.99115999 0.99896116 0.91879117]"
2021-01-29 16:00:00,"[0.95795003 0.78873816 0.81653479 0.91643715 0.96366614 0.98585108
 0.9963357  1.00131732 1.00368373 1.00481203 0.82860258 0.92254383
 0.96670127 0.98745864 0.99721687 0.98816763 0.99755256 0.96486064
 0.94328301 0.97455756 0.99115739 0.99895944 0.91879003 0.74523878]"
2021-01-29 17:00:00,"[0.70308038 0.77751557 0.88520113 0.94146674 0.97204514 0.98725811
 0.99518042 0.99962749 1.00213986 0.82682943 0.9213679  0.96592295
 0.9869432  0.99687535 0.98794141 0.99740273 0.96476139 0.94321727
 0.97451402 0.99112855 0.99894033 0.91877737 0.7452304  0.78639153]"
2021-01-29 18:00:00,"[0.78410641 0.88820342 0.94387016 0.97375324 0.98832039 0.99587889
 1.00009969 1.00245196 0.82703504 0.92150433 0.96601343 0.98700309
 0.99691501 0.98796769 0.99742014 0.96477292 0.94322491 0.97451908
 0.9911319  0.99894255 0.91877884 0.74523137 0.78639217 0.84711712]"
2021-01-29 19:00:00,"[0.90112646 0.94975692 0.97846577 0.99166958 0.99796177 1.00146921
 1.00337782 0.827647   0.92190748 0.96628094 0.9871805  0.99703244
 0.98804546 0.99747166 0.96480705 0.94324751 0.97453405 0.99114182
 0.99894912 0.91878319 0.74523426 0.78639408 0.84711838 0.90038923]"
2021-01-29 20:00:00,"[0.96044486 0.98333439 0.99556705 1.00073169 1.00319184 1.00451048
 0.82841273 0.9224136  0.96661436 0.98740174 0.99717916 0.98814257
 0.99753598 0.96484966 0.94327574 0.97455274 0.9911542  0.99895732
 0.91878863 0.74523786 0.78639647 0.84711996 0.90039027 0.86172843]"
2021-01-29 21:00:00,"[1.00145238 1.00382024 1.00733861 1.00788737 1.00743066 0.83033278
 0.92371165 0.96747232 0.98796695 0.99755421 0.9883913  0.9977006
 0.96495869 0.94334797 0.97460059 0.99118589 0.99897831 0.91880253
 0.74524707 0.78640257 0.847124   0.90039295 0.86173021 0.89030361]"
